sample_id,ground_truth,condition,baseline_pred,baseline_correct,oracle_alpha,oracle_pred,oracle_correct,oracle_utility
pccv2_n09_dense_r13,9,dense,7,False,1.0,7,False,0
pccv2_n09_dense_r14,9,dense,7,False,1.0,7,False,0
pccv2_n09_dense_r15,9,dense,7,False,1.0,7,False,0
pccv2_n09_dense_r16,9,dense,7,False,1.0,7,False,0
pccv2_n09_dense_r17,9,dense,7,False,1.0,7,False,0
pccv2_n09_dense_r18,9,dense,7,False,1.0,7,False,0
pccv2_n09_dense_r19,9,dense,7,False,1.0,7,False,0
pccv2_n09_distractors_r00,9,distractors,8,False,4.0,9,True,1
pccv2_n09_distractors_r01,9,distractors,9,True,1.0,9,True,0
pccv2_n09_distractors_r02,9,distractors,9,True,1.0,9,True,0
pccv2_n09_distractors_r03,9,distractors,8,False,4.0,9,True,1
pccv2_n09_distractors_r04,9,distractors,8,False,1.5,9,True,1
pccv2_n09_distractors_r05,9,distractors,8,False,1.5,9,True,1
pccv2_n09_distractors_r06,9,distractors,8,False,2.0,9,True,1
pccv2_n09_distractors_r07,9,distractors,9,True,1.0,9,True,0
pccv2_n09_distractors_r08,9,distractors,9,True,1.0,9,True,0
pccv2_n09_distractors_r09,9,distractors,9,True,1.0,9,True,0
pccv2_n09_distractors_r10,9,distractors,8,False,2.0,9,True,1
pccv2_n09_distractors_r11,9,distractors,8,False,2.0,9,True,1
pccv2_n09_distractors_r12,9,distractors,8,False,1.5,9,True,1
pccv2_n09_distractors_r13,9,distractors,9,True,1.0,9,True,0
pccv2_n09_distractors_r14,9,distractors,9,True,1.0,9,True,0
pccv2_n09_distractors_r15,9,distractors,9,True,1.0,9,True,0
pccv2_n09_distractors_r16,9,distractors,8,False,2.0,9,True,1
pccv2_n09_distractors_r17,9,distractors,8,False,2.0,9,True,1
pccv2_n09_distractors_r18,9,distractors,8,False,2.0,9,True,1
pccv2_n09_distractors_r19,9,distractors,8,False,1.5,9,True,1
pccv2_n09_grid_r00,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r01,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r02,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r03,9,grid,7,False,1.0,7,False,0
pccv2_n09_grid_r04,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r05,9,grid,7,False,1.0,7,False,0
pccv2_n09_grid_r06,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r07,9,grid,7,False,1.0,7,False,0
pccv2_n09_grid_r08,9,grid,7,False,1.0,7,False,0
pccv2_n09_grid_r09,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r10,9,grid,7,False,1.0,7,False,0
pccv2_n09_grid_r11,9,grid,7,False,1.0,7,False,0
pccv2_n09_grid_r12,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r13,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r14,9,grid,7,False,1.0,7,False,0
pccv2_n09_grid_r15,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r16,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r17,9,grid,7,False,1.0,7,False,0
pccv2_n09_grid_r18,9,grid,8,False,1.0,8,False,0
pccv2_n09_grid_r19,9,grid,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r00,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r01,9,random_sparse,8,False,1.0,8,False,0
pccv2_n09_random_sparse_r02,9,random_sparse,8,False,1.0,8,False,0
pccv2_n09_random_sparse_r03,9,random_sparse,8,False,1.0,8,False,0
pccv2_n09_random_sparse_r04,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r05,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r06,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r07,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r08,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r09,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r10,9,random_sparse,8,False,1.0,8,False,0
pccv2_n09_random_sparse_r11,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r12,9,random_sparse,8,False,1.0,8,False,0
pccv2_n09_random_sparse_r13,9,random_sparse,8,False,1.0,8,False,0
pccv2_n09_random_sparse_r14,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r15,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r16,9,random_sparse,8,False,1.0,8,False,0
pccv2_n09_random_sparse_r17,9,random_sparse,8,False,1.0,8,False,0
pccv2_n09_random_sparse_r18,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_random_sparse_r19,9,random_sparse,7,False,1.0,7,False,0
pccv2_n09_row_r00,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r01,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r02,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r03,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r04,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r05,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r06,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r07,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r08,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r09,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r10,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r11,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r12,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r13,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r14,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r15,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r16,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r17,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r18,9,row,7,False,1.0,7,False,0
pccv2_n09_row_r19,9,row,7,False,1.0,7,False,0
pccv2_n10_dense_r00,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r01,10,dense,7,False,1.0,7,False,0
pccv2_n10_dense_r02,10,dense,7,False,1.0,7,False,0
pccv2_n10_dense_r03,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r04,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r05,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r06,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r07,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r08,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r09,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r10,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r11,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r12,10,dense,7,False,1.0,7,False,0
pccv2_n10_dense_r13,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r14,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r15,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r16,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r17,10,dense,7,False,1.0,7,False,0
pccv2_n10_dense_r18,10,dense,8,False,1.0,8,False,0
pccv2_n10_dense_r19,10,dense,8,False,1.0,8,False,0
pccv2_n10_distractors_r00,10,distractors,9,False,2.0,10,True,1
pccv2_n10_distractors_r01,10,distractors,9,False,2.0,10,True,1
pccv2_n10_distractors_r02,10,distractors,9,False,1.5,10,True,1
pccv2_n10_distractors_r03,10,distractors,9,False,1.5,10,True,1
pccv2_n10_distractors_r04,10,distractors,9,False,1.5,10,True,1
pccv2_n10_distractors_r05,10,distractors,9,False,1.5,10,True,1
pccv2_n10_distractors_r06,10,distractors,10,True,1.0,10,True,0
pccv2_n10_distractors_r07,10,distractors,10,True,1.0,10,True,0
pccv2_n10_distractors_r08,10,distractors,9,False,1.5,10,True,1
pccv2_n10_distractors_r09,10,distractors,9,False,1.5,10,True,1
pccv2_n10_distractors_r10,10,distractors,10,True,1.0,10,True,0
pccv2_n10_distractors_r11,10,distractors,11,False,0.0,10,True,1
pccv2_n10_distractors_r12,10,distractors,10,True,1.0,10,True,0
pccv2_n10_distractors_r13,10,distractors,9,False,1.5,10,True,1
pccv2_n10_distractors_r14,10,distractors,9,False,1.5,10,True,1
pccv2_n10_distractors_r15,10,distractors,9,False,2.0,10,True,1
pccv2_n10_distractors_r16,10,distractors,9,False,1.5,10,True,1
pccv2_n10_distractors_r17,10,distractors,10,True,1.0,10,True,0
pccv2_n10_distractors_r18,10,distractors,9,False,2.0,10,True,1
pccv2_n10_distractors_r19,10,distractors,9,False,2.0,10,True,1
pccv2_n10_grid_r00,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r01,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r02,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r03,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r04,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r05,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r06,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r07,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r08,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r09,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r10,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r11,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r12,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r13,10,grid,9,False,1.0,9,False,0
pccv2_n10_grid_r14,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r15,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r16,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r17,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r18,10,grid,8,False,1.0,8,False,0
pccv2_n10_grid_r19,10,grid,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r00,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r01,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r02,10,random_sparse,9,False,1.0,9,False,0
pccv2_n10_random_sparse_r03,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r04,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r05,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r06,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r07,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r08,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r09,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r10,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r11,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r12,10,random_sparse,9,False,1.0,9,False,0
pccv2_n10_random_sparse_r13,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r14,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r15,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r16,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r17,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r18,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_random_sparse_r19,10,random_sparse,8,False,1.0,8,False,0
pccv2_n10_row_r00,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r01,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r02,10,row,7,False,1.0,7,False,0
pccv2_n10_row_r03,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r04,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r05,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r06,10,row,7,False,1.0,7,False,0
pccv2_n10_row_r07,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r08,10,row,7,False,1.0,7,False,0
pccv2_n10_row_r09,10,row,7,False,1.0,7,False,0
pccv2_n10_row_r10,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r11,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r12,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r13,10,row,7,False,1.0,7,False,0
pccv2_n10_row_r14,10,row,7,False,1.0,7,False,0
pccv2_n10_row_r15,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r16,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r17,10,row,8,False,1.0,8,False,0
pccv2_n10_row_r18,10,row,7,False,1.0,7,False,0
pccv2_n10_row_r19,10,row,7,False,1.0,7,False,0
